2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:42:23.491238041Z [inf]  2026-07-20T17:42:23+0000 | INFO     | aiogram.event | Update id=745899879 is handled. Duration 349 ms by bot id=1162707887
2026-07-20T17:42:23.491242908Z [inf]  2026-07-20T17:42:23+0000 | INFO     | http | POST /webhook -> 200 (349.5ms)
2026-07-20T17:42:25.355339406Z [inf]  2026-07-20T17:42:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7367673014 message_id=1018037 media=text
2026-07-20T17:42:25.355348165Z [inf]  2026-07-20T17:42:25+0000 | INFO     | aiogram.event | Update id=745899880 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:42:25.355352143Z [inf]  2026-07-20T17:42:25+0000 | INFO     | http | POST /webhook -> 200 (26.4ms)
2026-07-20T17:42:25.355551241Z [inf]  2026-07-20T17:42:24+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899880
2026-07-20T17:42:45.020248474Z [inf]  2026-07-20T17:42:37+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899881
2026-07-20T17:42:45.020251451Z [inf]  2026-07-20T17:42:37+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26272 media=text
2026-07-20T17:42:45.020254087Z [inf]  2026-07-20T17:42:37+0000 | INFO     | aiogram.event | Update id=745899881 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:42:45.020256646Z [inf]  2026-07-20T17:42:37+0000 | INFO     | http | POST /webhook -> 200 (24.3ms)
2026-07-20T17:42:45.020259235Z [inf]  2026-07-20T17:42:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899882
2026-07-20T17:42:45.020261926Z [inf]  2026-07-20T17:42:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26273 media=text
2026-07-20T17:42:45.020264594Z [inf]  2026-07-20T17:42:38+0000 | INFO     | aiogram.event | Update id=745899882 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:42:45.020267270Z [inf]  2026-07-20T17:42:38+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:42:45.020269948Z [inf]  2026-07-20T17:42:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899883
2026-07-20T17:42:45.020272632Z [inf]  2026-07-20T17:42:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26274 media=text
2026-07-20T17:42:45.020275160Z [inf]  2026-07-20T17:42:42+0000 | INFO     | aiogram.event | Update id=745899883 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:42:45.020277723Z [inf]  2026-07-20T17:42:42+0000 | INFO     | http | POST /webhook -> 200 (23.3ms)
2026-07-20T17:42:54.967592609Z [inf]  2026-07-20T17:42:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899884
2026-07-20T17:42:54.985411495Z [inf]  2026-07-20T17:42:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26275 media=text
2026-07-20T17:42:54.988783013Z [inf]  2026-07-20T17:42:54+0000 | INFO     | aiogram.event | Update id=745899884 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:42:54.988787639Z [inf]  2026-07-20T17:42:54+0000 | INFO     | http | POST /webhook -> 200 (26.4ms)
2026-07-20T17:42:56.488478114Z [inf]  2026-07-20T17:42:56+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899885
2026-07-20T17:42:56.488482367Z [inf]  2026-07-20T17:42:56+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26276 media=text
2026-07-20T17:42:56.488485849Z [inf]  2026-07-20T17:42:56+0000 | INFO     | aiogram.event | Update id=745899885 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:42:56.488489389Z [inf]  2026-07-20T17:42:56+0000 | INFO     | http | POST /webhook -> 200 (28.9ms)
2026-07-20T17:43:16.187764441Z [inf]  2026-07-20T17:43:10+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899886
2026-07-20T17:43:16.187770235Z [inf]  2026-07-20T17:43:10+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452223 media=text
2026-07-20T17:43:16.187773877Z [inf]  2026-07-20T17:43:10+0000 | INFO     | aiogram.event | Update id=745899886 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:43:16.187777087Z [inf]  2026-07-20T17:43:10+0000 | INFO     | http | POST /webhook -> 200 (26.5ms)
2026-07-20T17:43:16.187780813Z [inf]  2026-07-20T17:43:11+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899887
2026-07-20T17:43:16.187784276Z [inf]  2026-07-20T17:43:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410904 media=text
2026-07-20T17:43:16.187788031Z [inf]  2026-07-20T17:43:12+0000 | INFO     | aiogram.event | Update id=745899887 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:43:16.187791414Z [inf]  2026-07-20T17:43:12+0000 | INFO     | http | POST /webhook -> 200 (22.5ms)
2026-07-20T17:43:16.187795082Z [inf]  2026-07-20T17:43:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899888
2026-07-20T17:43:16.187798308Z [inf]  2026-07-20T17:43:12+0000 | INFO     | app.services.message_service | Recorded edit for chat_id=5206239564 message_id=1410904 (edit #1)
2026-07-20T17:43:16.187801674Z [inf]  2026-07-20T17:43:12+0000 | INFO     | aiogram.event | Update id=745899888 is handled. Duration 486 ms by bot id=1162707887
2026-07-20T17:43:16.187804641Z [inf]  2026-07-20T17:43:12+0000 | INFO     | http | POST /webhook -> 200 (488.1ms)
2026-07-20T17:43:16.187807777Z [inf]  2026-07-20T17:43:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899889
2026-07-20T17:43:16.187813421Z [inf]  2026-07-20T17:43:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452224 media=text
2026-07-20T17:43:16.189549333Z [inf]  2026-07-20T17:43:13+0000 | INFO     | aiogram.event | Update id=745899889 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:43:16.189554489Z [inf]  2026-07-20T17:43:13+0000 | INFO     | http | POST /webhook -> 200 (22.8ms)
2026-07-20T17:43:36.171985706Z [inf]  2026-07-20T17:43:31+0000 | INFO     | aiogram.event | Update id=745899892 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:43:36.171988245Z [inf]  2026-07-20T17:43:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899890
2026-07-20T17:43:36.171994568Z [inf]  2026-07-20T17:43:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452225 media=text
2026-07-20T17:43:36.171996836Z [inf]  2026-07-20T17:43:31+0000 | INFO     | http | POST /webhook -> 200 (25.7ms)
2026-07-20T17:43:36.171999298Z [inf]  2026-07-20T17:43:28+0000 | INFO     | aiogram.event | Update id=745899890 is handled. Duration 36 ms by bot id=1162707887
2026-07-20T17:43:36.172005011Z [inf]  2026-07-20T17:43:28+0000 | INFO     | http | POST /webhook -> 200 (37.9ms)
2026-07-20T17:43:36.172005077Z [inf]  2026-07-20T17:43:34+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899893
2026-07-20T17:43:36.172009392Z [inf]  2026-07-20T17:43:29+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899891
2026-07-20T17:43:36.172012646Z [inf]  2026-07-20T17:43:34+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018039 media=text
2026-07-20T17:43:36.172015125Z [inf]  2026-07-20T17:43:29+0000 | INFO     | app.services.message_service | Stored new business message chat_id=8486941560 message_id=1018038 media=text
2026-07-20T17:43:36.172018732Z [inf]  2026-07-20T17:43:29+0000 | INFO     | aiogram.event | Update id=745899891 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:43:36.172021735Z [inf]  2026-07-20T17:43:29+0000 | INFO     | http | POST /webhook -> 200 (24.9ms)
2026-07-20T17:43:36.172024779Z [inf]  2026-07-20T17:43:31+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899892
2026-07-20T17:43:36.172027704Z [inf]  2026-07-20T17:43:31+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26277 media=other
2026-07-20T17:43:36.173268167Z [inf]  2026-07-20T17:43:34+0000 | INFO     | aiogram.event | Update id=745899893 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:43:36.173274673Z [inf]  2026-07-20T17:43:34+0000 | INFO     | http | POST /webhook -> 200 (24.0ms)
2026-07-20T17:43:38.973792915Z [inf]  2026-07-20T17:43:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899894
2026-07-20T17:43:38.988558845Z [inf]  2026-07-20T17:43:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410906 media=text
2026-07-20T17:43:38.988563401Z [inf]  2026-07-20T17:43:38+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410904
2026-07-20T17:43:38.995013176Z [inf]  2026-07-20T17:43:38+0000 | INFO     | aiogram.event | Update id=745899894 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:43:38.995018144Z [inf]  2026-07-20T17:43:38+0000 | INFO     | http | POST /webhook -> 200 (22.7ms)
2026-07-20T17:43:39.001304892Z [inf]  2026-07-20T17:43:38+0000 | INFO     | app.business.handlers | dot-save: message 1410904 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:43:40.020439237Z [inf]  2026-07-20T17:43:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899895
2026-07-20T17:43:40.020442779Z [inf]  2026-07-20T17:43:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899896
2026-07-20T17:43:40.026856974Z [inf]  2026-07-20T17:43:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028662 media=text
2026-07-20T17:43:40.039767753Z [inf]  2026-07-20T17:43:40+0000 | INFO     | aiogram.event | Update id=745899895 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:43:40.039773094Z [inf]  2026-07-20T17:43:40+0000 | INFO     | http | POST /webhook -> 200 (25.3ms)
2026-07-20T17:43:40.039776799Z [inf]  2026-07-20T17:43:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997206 media=text
